mbgd_gene_id	protein_id
gd15672:T723_RS04940	ncbip:WP_000342258.1
gd15672:T723_RS04950	ncbip:WP_000939059.1
gd15672:T723_RS04955	ncbip:WP_000426912.1
gd15672:T723_RS05010	ncbip:WP_000682646.1
gd15672:T723_RS05015	ncbip:WP_000044799.1
gd15672:T723_RS05040	ncbip:WP_000364542.1
gd15672:T723_RS05065	ncbip:WP_001019178.1
gd15672:T723_RS05095	ncbip:WP_000633692.1
gd15672:T723_RS05140	ncbip:WP_000361059.1
gd15672:T723_RS05150	ncbip:WP_000868132.1
gd15672:T723_RS05160	ncbip:WP_000261115.1
gd15672:T723_RS05220	ncbip:WP_000472302.1
gd15672:T723_RS05235	ncbip:WP_000032657.1
gd15672:T723_RS05245	ncbip:WP_001125540.1
gd15672:T723_RS05255	ncbip:WP_000049145.1
gd15672:T723_RS05260	ncbip:WP_000435132.1
gd15672:T723_RS05350	ncbip:WP_000058389.1
gd15672:T723_RS05360	ncbip:WP_000626082.1
gd15672:T723_RS05370	ncbip:WP_000277602.1
gd15672:T723_RS05375	ncbip:WP_000777188.1
gd15672:T723_RS05440	ncbip:WP_001791755.1
gd15672:T723_RS05455	ncbip:WP_000808849.1
gd15672:T723_RS05460	ncbip:WP_000721699.1
gd15672:T723_RS05485	ncbip:WP_000184370.1
gd15672:T723_RS05505	ncbip:WP_001016004.1
gd15672:T723_RS05515	ncbip:WP_000219066.1
gd15672:T723_RS05520	ncbip:WP_000066378.1
gd15672:T723_RS05550	ncbip:WP_001091387.1
gd15672:T723_RS05560	ncbip:WP_001024576.1
gd15672:T723_RS05575	ncbip:WP_001266162.1
gd15672:T723_RS05610	ncbip:WP_000285020.1
gd15672:T723_RS05625	ncbip:WP_001108730.1
gd15672:T723_RS05670	ncbip:WP_000493887.1
gd15672:T723_RS05770	ncbip:WP_000109906.1
gd15672:T723_RS05775	ncbip:WP_000345604.1
gd15672:T723_RS05780	ncbip:WP_001557389.1
gd15672:T723_RS05820	ncbip:WP_000627540.1
gd15672:T723_RS05825	ncbip:WP_000414216.1
gd15672:T723_RS05850	ncbip:WP_031941755.1
gd15672:T723_RS05890	ncbip:WP_000469591.1
gd15672:T723_RS05965	ncbip:WP_000935747.1
gd15672:T723_RS06035	ncbip:WP_000551836.1
gd15672:T723_RS06045	ncbip:WP_000004981.1
gd15672:T723_RS06055	ncbip:WP_000477959.1
gd15672:T723_RS06065	ncbip:WP_001244175.1
gd15672:T723_RS06075	ncbip:WP_000238227.1
gd15672:T723_RS06090	ncbip:WP_000375864.1
gd15672:T723_RS06095	ncbip:WP_001045135.1
gd15672:T723_RS06110	ncbip:WP_000116228.1
gd15672:T723_RS06130	ncbip:WP_000181395.1
gd15672:T723_RS06135	ncbip:WP_000379980.1
gd15672:T723_RS06185	ncbip:WP_000129068.1
gd15672:T723_RS06190	ncbip:WP_000433318.1
gd15672:T723_RS06205	ncbip:WP_001051594.1
gd15672:T723_RS06220	ncbip:WP_001100835.1
gd15672:T723_RS06225	ncbip:WP_001070676.1
gd15672:T723_RS06230	ncbip:WP_001165058.1
gd15672:T723_RS06240	ncbip:WP_000587958.1
gd15672:T723_RS06250	ncbip:WP_000455256.1
gd15672:T723_RS06275	ncbip:WP_000354088.1
gd15672:T723_RS06285	ncbip:WP_000774281.1
gd15672:T723_RS06290	ncbip:WP_000362356.1
gd15672:T723_RS06295	ncbip:WP_000197034.1
gd15672:T723_RS06300	ncbip:WP_000597327.1
gd15672:T723_RS06315	ncbip:WP_000860592.1
gd15672:T723_RS06330	ncbip:WP_000882118.1
gd15672:T723_RS06355	ncbip:WP_000477505.1
gd15672:T723_RS06365	ncbip:WP_001290992.1
gd15672:T723_RS06375	ncbip:WP_000359086.1
gd15672:T723_RS06385	ncbip:WP_000901751.1
gd15672:T723_RS06390	ncbip:WP_000749045.1
gd15672:T723_RS06410	ncbip:WP_000735558.1
gd15672:T723_RS06430	ncbip:WP_001557159.1
gd15672:T723_RS06460	ncbip:WP_001048985.1
gd15672:T723_RS06490	ncbip:WP_001557163.1
gd15672:T723_RS06510	ncbip:WP_000954654.1
gd15672:T723_RS06520	ncbip:WP_000215388.1
gd15672:T723_RS06540	ncbip:WP_001241182.1
gd15672:T723_RS06555	ncbip:WP_000817954.1
gd15672:T723_RS06570	ncbip:WP_001080809.1
gd15672:T723_RS06580	ncbip:WP_000625878.1
gd15672:T723_RS06595	ncbip:WP_001124167.1
gd15672:T723_RS06605	ncbip:WP_000980137.1
gd15672:T723_RS06610	ncbip:WP_001030772.1
gd15672:T723_RS06640	ncbip:WP_000985996.1
gd15672:T723_RS06655	ncbip:WP_000769160.1
gd15672:T723_RS06665	ncbip:WP_000875881.1
gd15672:T723_RS06675	ncbip:WP_000542365.1
gd15672:T723_RS06715	ncbip:WP_031906517.1
gd15672:T723_RS06750	ncbip:WP_000831496.1
gd15672:T723_RS06825	ncbip:WP_000403915.1
gd15672:T723_RS06850	ncbip:WP_000031490.1
gd15672:T723_RS06870	ncbip:WP_001213992.1
gd15672:T723_RS06910	ncbip:WP_001272126.1
gd15672:T723_RS06915	ncbip:WP_000781979.1
gd15672:T723_RS06920	ncbip:WP_000344336.1
gd15672:T723_RS06930	ncbip:WP_000375683.1
gd15672:T723_RS06935	ncbip:WP_000910686.1
gd15672:T723_RS06970	ncbip:WP_001126664.1
gd15672:T723_RS06985	ncbip:WP_000691774.1
gd15672:T723_RS06990	ncbip:WP_000868999.1
gd15672:T723_RS07000	ncbip:WP_000933774.1
gd15672:T723_RS07025	ncbip:WP_000951440.1
gd15672:T723_RS07030	ncbip:WP_001234988.1
gd15672:T723_RS07040	ncbip:WP_000021445.1
gd15672:T723_RS07070	ncbip:WP_000167944.1
gd15672:T723_RS07075	ncbip:WP_001154302.1
gd15672:T723_RS07145	ncbip:WP_000184383.1
gd15672:T723_RS07160	ncbip:WP_000228666.1
gd15672:T723_RS07175	ncbip:WP_000153535.1
gd15672:T723_RS07240	ncbip:WP_001147865.1
gd15672:T723_RS07270	ncbip:WP_000831700.1
gd15672:T723_RS07275	ncbip:WP_000774556.1
gd15672:T723_RS07300	ncbip:WP_000827746.1
gd15672:T723_RS07315	ncbip:WP_000011542.1
gd15672:T723_RS07330	ncbip:WP_000897635.1
gd15672:T723_RS07365	ncbip:WP_000181315.1
gd15672:T723_RS07380	ncbip:WP_001188043.1
gd15672:T723_RS07395	ncbip:WP_000966288.1
gd15672:T723_RS07410	ncbip:WP_000763043.1
gd15672:T723_RS07420	ncbip:WP_000991306.1
gd15672:T723_RS07425	ncbip:WP_000691584.1
gd15672:T723_RS07435	ncbip:WP_001068540.1
gd15672:T723_RS07450	ncbip:WP_001549159.1
gd15672:T723_RS07465	ncbip:WP_001110822.1
gd15672:T723_RS07470	ncbip:WP_000919350.1
gd15672:T723_RS07480	ncbip:WP_000611512.1
gd15672:T723_RS07500	ncbip:WP_000567396.1
gd15672:T723_RS07535	ncbip:WP_000150936.1
gd15672:T723_RS07570	ncbip:WP_000988332.1
gd15672:T723_RS07580	ncbip:WP_001557462.1
gd15672:T723_RS07590	ncbip:WP_000195784.1
gd15672:T723_RS07595	ncbip:WP_001282077.1
gd15672:T723_RS07655	ncbip:WP_000047255.1
gd15672:T723_RS07670	ncbip:WP_001251935.1
gd15672:T723_RS07690	ncbip:WP_001214661.1
gd15672:T723_RS07720	ncbip:WP_000002683.1
gd15672:T723_RS07760	ncbip:WP_001078309.1
gd15672:T723_RS07795	ncbip:WP_000875476.1
gd15672:T723_RS07820	ncbip:WP_000044362.1
gd15672:T723_RS07840	ncbip:WP_000411031.1
gd15672:T723_RS07855	ncbip:WP_001557500.1
gd15672:T723_RS07920	ncbip:WP_000690439.1
gd15672:T723_RS07930	ncbip:WP_000551762.1
gd15672:T723_RS07940	ncbip:WP_000149502.1
gd15672:T723_RS07960	ncbip:WP_001283792.1
gd15672:T723_RS07980	ncbip:WP_000390332.1
gd15672:T723_RS07995	ncbip:WP_001074473.1
gd15672:T723_RS08005	ncbip:WP_001085792.1
gd15672:T723_RS08030	ncbip:WP_000918667.1
gd15672:T723_RS08045	ncbip:WP_001142337.1
gd15672:T723_RS08060	ncbip:WP_001040568.1
gd15672:T723_RS08065	ncbip:WP_000887920.1
gd15672:T723_RS08080	ncbip:WP_031941756.1
gd15672:T723_RS08115	ncbip:WP_000593361.1
gd15672:T723_RS08150	ncbip:WP_000595392.1
gd15672:T723_RS08185	ncbip:WP_000120303.1
gd15672:T723_RS08195	ncbip:WP_000867951.1
gd15672:T723_RS08205	ncbip:WP_001105696.1
gd15672:T723_RS08275	ncbip:WP_000372758.1
gd15672:T723_RS08310	ncbip:WP_000094583.1
gd15672:T723_RS08315	ncbip:WP_000221945.1
gd15672:T723_RS08345	ncbip:WP_000725802.1
gd15672:T723_RS08365	ncbip:WP_000396077.1
gd15672:T723_RS08370	ncbip:WP_000752005.1
gd15672:T723_RS08380	ncbip:WP_000846746.1
gd15672:T723_RS08425	ncbip:WP_000140679.1
gd15672:T723_RS08430	ncbip:WP_001048816.1
gd15672:T723_RS08460	ncbip:WP_000654184.1
gd15672:T723_RS08470	ncbip:WP_000379895.1
gd15672:T723_RS08510	ncbip:WP_000046602.1
gd15672:T723_RS08525	ncbip:WP_000159960.1
gd15672:T723_RS08530	ncbip:WP_000701483.1
gd15672:T723_RS08555	ncbip:WP_001291497.1
gd15672:T723_RS08585	ncbip:WP_000160304.1
gd15672:T723_RS08605	ncbip:WP_000808817.1
gd15672:T723_RS08610	ncbip:WP_001127960.1
gd15672:T723_RS08625	ncbip:WP_000019734.1
gd15672:T723_RS08630	ncbip:WP_000495669.1
gd15672:T723_RS08635	ncbip:WP_000370923.1
gd15672:T723_RS08640	ncbip:WP_000908182.1
gd15672:T723_RS08665	ncbip:WP_000648723.1
gd15672:T723_RS08755	ncbip:WP_000255578.1
gd15672:T723_RS08795	ncbip:WP_001800884.1
gd15672:T723_RS08815	ncbip:WP_000095328.1
gd15672:T723_RS08855	ncbip:WP_000645787.1
gd15672:T723_RS08885	ncbip:WP_001058111.1
gd15672:T723_RS08890	ncbip:WP_000370122.1
gd15672:T723_RS08910	ncbip:WP_031786866.1
gd15672:T723_RS08925	ncbip:WP_001281154.1
gd15672:T723_RS08945	ncbip:WP_001287087.1
gd15672:T723_RS08990	ncbip:WP_000159631.1
gd15672:T723_RS09010	ncbip:WP_000138932.1
gd15672:T723_RS09025	ncbip:WP_000385047.1
gd15672:T723_RS09040	ncbip:WP_031906500.1
gd15672:T723_RS09055	ncbip:WP_001220199.1
gd15672:T723_RS09085	ncbip:WP_000908969.1
gd15672:T723_RS09115	ncbip:WP_001018928.1
gd15672:T723_RS09120	ncbip:WP_000390524.1
gd15672:T723_RS09135	ncbip:WP_000139712.1
gd15672:T723_RS09140	ncbip:WP_001039659.1
gd15672:T723_RS09155	ncbip:WP_000739210.1
gd15672:T723_RS09170	ncbip:WP_000791581.1
gd15672:T723_RS09200	ncbip:WP_000857488.1
gd15672:T723_RS09210	ncbip:WP_000137801.1
gd15672:T723_RS09230	ncbip:WP_000793603.1
gd15672:T723_RS09255	ncbip:WP_001245796.1
gd15672:T723_RS09270	ncbip:WP_000147103.1
gd15672:T723_RS09275	ncbip:WP_000540822.1
gd15672:T723_RS09280	ncbip:WP_001289711.1
gd15672:T723_RS09315	ncbip:WP_000935991.1
gd15672:T723_RS09320	ncbip:WP_000342182.1
gd15672:T723_RS09345	ncbip:WP_001185355.1
gd15672:T723_RS09395	ncbip:WP_001178619.1
gd15672:T723_RS09400	ncbip:WP_001016166.1
gd15672:T723_RS09410	ncbip:WP_001190913.1
gd15672:T723_RS09415	ncbip:WP_001126259.1
gd15672:T723_RS09420	ncbip:WP_000654067.1
gd15672:T723_RS09425	ncbip:WP_001040248.1
gd15672:T723_RS09440	ncbip:WP_000312764.1
gd15672:T723_RS09450	ncbip:WP_000933956.1
gd15672:T723_RS09460	ncbip:WP_000560839.1
gd15672:T723_RS09465	ncbip:WP_000751704.1
gd15672:T723_RS09490	ncbip:WP_000888486.1
gd15672:T723_RS09495	ncbip:WP_000579563.1
gd15672:T723_RS09505	ncbip:WP_000164332.1
gd15672:T723_RS09535	ncbip:WP_000768423.1
gd15672:T723_RS09540	ncbip:WP_000239753.1
gd15672:T723_RS09600	ncbip:WP_000181402.1
gd15672:T723_RS09610	ncbip:WP_000236726.1
gd15672:T723_RS09625	ncbip:WP_000110253.1
gd15672:T723_RS09670	ncbip:WP_000379054.1
gd15672:T723_RS09680	ncbip:WP_000268486.1
gd15672:T723_RS09700	ncbip:WP_000473699.1
gd15672:T723_RS09720	ncbip:WP_001251779.1
gd15672:T723_RS09750	ncbip:WP_000097322.1
gd15672:T723_RS09780	ncbip:WP_000035746.1
gd15672:T723_RS09810	ncbip:WP_000859443.1
gd15672:T723_RS09815	ncbip:WP_001025093.1
gd15672:T723_RS09845	ncbip:WP_000804320.1
gd15672:T723_RS09880	ncbip:WP_000516269.1
gd15672:T723_RS09885	ncbip:WP_001077635.1
gd15672:T723_RS09890	ncbip:WP_001103743.1
gd15672:T723_RS09905	ncbip:WP_000136952.1
gd15672:T723_RS09930	ncbip:WP_000652047.1
gd15672:T723_RS09935	ncbip:WP_031760852.1
gd15672:T723_RS09940	ncbip:WP_001126606.1
gd15672:T723_RS09945	ncbip:WP_001071314.1
gd15672:T723_RS09950	ncbip:WP_001002340.1
gd15672:T723_RS09995	ncbip:WP_001270816.1
gd15672:T723_RS10005	ncbip:WP_000603970.1
gd15672:T723_RS10025	ncbip:WP_000841351.1
gd15672:T723_RS10040	ncbip:WP_000868645.1
gd15672:T723_RS10055	ncbip:WP_000073180.1
gd15672:T723_RS10105	ncbip:WP_001557339.1
gd15672:T723_RS10120	ncbip:WP_000246909.1
gd15672:T723_RS10125	ncbip:WP_000966142.1
gd15672:T723_RS10135	ncbip:WP_000803135.1
gd15672:T723_RS10145	ncbip:WP_001088978.1
gd15672:T723_RS10150	ncbip:WP_031941757.1
gd15672:T723_RS10210	ncbip:WP_001123276.1
gd15672:T723_RS10230	ncbip:WP_000350970.1
gd15672:T723_RS10240	ncbip:WP_000173833.1
gd15672:T723_RS10250	ncbip:WP_001548686.1
gd15672:T723_RS10255	ncbip:WP_001041351.1
gd15672:T723_RS10265	ncbip:WP_000673315.1
gd15672:T723_RS10275	ncbip:WP_001079525.1
gd15672:T723_RS10285	ncbip:WP_000523668.1
gd15672:T723_RS10300	ncbip:WP_000548936.1
gd15672:T723_RS10365	ncbip:WP_000163523.1
gd15672:T723_RS10380	ncbip:WP_000249839.1
gd15672:T723_RS10385	ncbip:WP_001003789.1
gd15672:T723_RS10400	ncbip:WP_000876201.1
gd15672:T723_RS10430	ncbip:WP_001039273.1
gd15672:T723_RS10465	ncbip:WP_000166801.1
gd15672:T723_RS10475	ncbip:WP_000084769.1
gd15672:T723_RS10500	ncbip:WP_000473653.1
gd15672:T723_RS10535	ncbip:WP_000404645.1
gd15672:T723_RS10580	ncbip:WP_000070831.1
gd15672:T723_RS10590	ncbip:WP_000279414.1
gd15672:T723_RS10600	ncbip:WP_001260089.1
gd15672:T723_RS10620	ncbip:WP_000556760.1
gd15672:T723_RS10660	ncbip:WP_001628298.1
gd15672:T723_RS10820	ncbip:WP_000939528.1
gd15672:T723_RS10840	ncbip:WP_000251253.1
gd15672:T723_RS10845	ncbip:WP_000284765.1
gd15672:T723_RS10885	ncbip:WP_001005407.1
gd15672:T723_RS10895	ncbip:WP_000757534.1
gd15672:T723_RS10920	ncbip:WP_001096396.1
gd15672:T723_RS10935	ncbip:WP_000583532.1
gd15672:T723_RS10945	ncbip:WP_000481285.1
gd15672:T723_RS10995	ncbip:WP_001059082.1
gd15672:T723_RS11015	ncbip:WP_000052076.1
gd15672:T723_RS11020	ncbip:WP_001059690.1
gd15672:T723_RS11025	ncbip:WP_000145163.1
gd15672:T723_RS11065	ncbip:WP_001147952.1
gd15672:T723_RS11070	ncbip:WP_000589549.1
gd15672:T723_RS11080	ncbip:WP_000662306.1
gd15672:T723_RS11090	ncbip:WP_031785924.1
gd15672:T723_RS11115	ncbip:WP_000180600.1
gd15672:T723_RS11120	ncbip:WP_049880126.1
gd15672:T723_RS11125	ncbip:WP_001205732.1
gd15672:T723_RS11155	ncbip:WP_001565283.1
gd15672:T723_RS11170	ncbip:WP_000435355.1
gd15672:T723_RS11180	ncbip:WP_001665983.1
gd15672:T723_RS11195	ncbip:WP_001559002.1
gd15672:T723_RS11205	ncbip:WP_000848990.1
gd15672:T723_RS11230	ncbip:WP_000119690.1
gd15672:T723_RS11245	ncbip:WP_000466767.1
gd15672:T723_RS11255	ncbip:WP_000705902.1
gd15672:T723_RS11265	ncbip:WP_000066423.1
gd15672:T723_RS11280	ncbip:WP_000369003.1
gd15672:T723_RS11300	ncbip:WP_000466778.1
gd15672:T723_RS11320	ncbip:WP_000072208.1
gd15672:T723_RS11330	ncbip:WP_000438511.1
gd15672:T723_RS11345	ncbip:WP_001268312.1
gd15672:T723_RS11350	ncbip:WP_001017815.1
gd15672:T723_RS11355	ncbip:WP_000188643.1
gd15672:T723_RS11365	ncbip:WP_031857473.1
gd15672:T723_RS11370	ncbip:WP_001123673.1
gd15672:T723_RS11390	ncbip:WP_000240901.1
gd15672:T723_RS11400	ncbip:WP_000704713.1
gd15672:T723_RS11425	ncbip:WP_000101625.1
gd15672:T723_RS11435	ncbip:WP_000868342.1
gd15672:T723_RS11455	ncbip:WP_000766074.1
gd15672:T723_RS11465	ncbip:WP_000113851.1
gd15672:T723_RS11470	ncbip:WP_000623881.1
gd15672:T723_RS11475	ncbip:WP_000091975.1
gd15672:T723_RS11490	ncbip:WP_001080824.1
gd15672:T723_RS11495	ncbip:WP_000547687.1
gd15672:T723_RS11505	ncbip:WP_000004086.1
gd15672:T723_RS11535	ncbip:WP_000985472.1
gd15672:T723_RS11570	ncbip:WP_000838479.1
gd15672:T723_RS11580	ncbip:WP_001159898.1
gd15672:T723_RS11585	ncbip:WP_000139181.1
gd15672:T723_RS11590	ncbip:WP_000051210.1
gd15672:T723_RS11595	ncbip:WP_001161085.1
gd15672:T723_RS11610	ncbip:WP_001549681.1
gd15672:T723_RS11630	ncbip:WP_000066900.1
gd15672:T723_RS11645	ncbip:WP_000866971.1
gd15672:T723_RS11660	ncbip:WP_000259717.1
gd15672:T723_RS11665	ncbip:WP_000134526.1
gd15672:T723_RS11670	ncbip:WP_000503822.1
gd15672:T723_RS11675	ncbip:WP_000076930.1
gd15672:T723_RS11680	ncbip:WP_000913024.1
gd15672:T723_RS11715	ncbip:WP_000735038.1
gd15672:T723_RS11725	ncbip:WP_000691099.1
gd15672:T723_RS11740	ncbip:WP_000008677.1
gd15672:T723_RS11755	ncbip:WP_000002973.1
gd15672:T723_RS11800	ncbip:WP_000206114.1
gd15672:T723_RS11810	ncbip:WP_000417018.1
gd15672:T723_RS11825	ncbip:WP_000921246.1
gd15672:T723_RS11830	ncbip:WP_000840811.1
gd15672:T723_RS11835	ncbip:WP_001155278.1
gd15672:T723_RS11840	ncbip:WP_000831055.1
gd15672:T723_RS11865	ncbip:WP_000073195.1
gd15672:T723_RS11870	ncbip:WP_000429674.1
gd15672:T723_RS11925	ncbip:WP_001185190.1
gd15672:T723_RS11945	ncbip:WP_001226823.1
gd15672:T723_RS11950	ncbip:WP_000691839.1
gd15672:T723_RS11955	ncbip:WP_000920239.1
gd15672:T723_RS11970	ncbip:WP_000655864.1
gd15672:T723_RS12010	ncbip:WP_000348300.1
gd15672:T723_RS12015	ncbip:WP_000571591.1
gd15672:T723_RS12025	ncbip:WP_001185431.1
gd15672:T723_RS12030	ncbip:WP_000234727.1
gd15672:T723_RS12070	ncbip:WP_000833818.1
gd15672:T723_RS12080	ncbip:WP_000238542.1
gd15672:T723_RS12090	ncbip:WP_001229920.1
gd15672:T723_RS12095	ncbip:WP_000761395.1
gd15672:T723_RS12100	ncbip:WP_000249497.1
gd15672:T723_RS12105	ncbip:WP_000477338.1
gd15672:T723_RS12115	ncbip:WP_000793164.1
gd15672:T723_RS12130	ncbip:WP_000451875.1
gd15672:T723_RS12135	ncbip:WP_000827010.1
gd15672:T723_RS12150	ncbip:WP_000241607.1
gd15672:T723_RS12165	ncbip:WP_001020016.1
gd15672:T723_RS12170	ncbip:WP_000656771.1
gd15672:T723_RS12175	ncbip:WP_000633068.1
gd15672:T723_RS12185	ncbip:WP_000664359.1
gd15672:T723_RS12195	ncbip:WP_000071904.1
gd15672:T723_RS12210	ncbip:WP_000727537.1
gd15672:T723_RS12260	ncbip:WP_000606768.1
gd15672:T723_RS12280	ncbip:WP_000448224.1
gd15672:T723_RS12325	ncbip:WP_000584499.1
gd15672:T723_RS12340	ncbip:WP_001012225.1
gd15672:T723_RS12355	ncbip:WP_000825921.1
gd15672:T723_RS12365	ncbip:WP_000762708.1
gd15672:T723_RS12375	ncbip:WP_000019127.1
gd15672:T723_RS12390	ncbip:WP_000916704.1
gd15672:T723_RS12405	ncbip:WP_000286875.1
gd15672:T723_RS12440	ncbip:WP_000779360.1
gd15672:T723_RS12470	ncbip:WP_000690200.1
gd15672:T723_RS12475	ncbip:WP_000101537.1
gd15672:T723_RS12480	ncbip:WP_001185695.1
gd15672:T723_RS12485	ncbip:WP_000483052.1
gd15672:T723_RS12540	ncbip:WP_000700925.1
gd15672:T723_RS12545	ncbip:WP_000026189.1
gd15672:T723_RS12555	ncbip:WP_000923526.1
gd15672:T723_RS12560	ncbip:WP_001076673.1
gd15672:T723_RS12585	ncbip:WP_000072461.1
gd15672:T723_RS12620	ncbip:WP_000040588.1
gd15672:T723_RS12625	ncbip:WP_001058848.1
gd15672:T723_RS12650	ncbip:WP_001146763.1
gd15672:T723_RS12655	ncbip:WP_001034766.1
gd15672:T723_RS12660	ncbip:WP_000038240.1
gd15672:T723_RS12670	ncbip:WP_000217456.1
gd15672:T723_RS12675	ncbip:WP_000220938.1
gd15672:T723_RS12710	ncbip:WP_000972280.1
gd15672:T723_RS12735	ncbip:WP_000678764.1
gd15672:T723_RS12740	ncbip:WP_000217714.1
gd15672:T723_RS12780	ncbip:WP_031807946.1
gd15672:T723_RS12830	ncbip:WP_000592235.1
gd15672:T723_RS12840	ncbip:WP_000185665.1
gd15672:T723_RS12850	ncbip:WP_001105596.1
gd15672:T723_RS12870	ncbip:WP_001083975.1
gd15672:T723_RS12875	ncbip:WP_001557601.1
gd15672:T723_RS12880	ncbip:WP_000109189.1
gd15672:T723_RS12895	ncbip:WP_001198673.1
gd15672:T723_RS12900	ncbip:WP_001148566.1
gd15672:T723_RS12945	ncbip:WP_000939495.1
gd15672:T723_RS12960	ncbip:WP_000991705.1
gd15672:T723_RS12965	ncbip:WP_049882097.1
gd15672:T723_RS12990	ncbip:WP_000721336.1
gd15672:T723_RS13015	ncbip:WP_000876638.1
gd15672:T723_RS13020	ncbip:WP_000990133.1
gd15672:T723_RS13025	ncbip:WP_000074011.1
gd15672:T723_RS13035	ncbip:WP_001117049.1
gd15672:T723_RS13050	ncbip:WP_000435044.1
gd15672:T723_RS13065	ncbip:WP_000192172.1
gd15672:T723_RS13080	ncbip:WP_000609346.1
gd15672:T723_RS13085	ncbip:WP_000376235.1
gd15672:T723_RS13100	ncbip:WP_000069098.1
gd15672:T723_RS13125	ncbip:WP_000759366.1
gd15672:T723_RS13150	ncbip:WP_000353630.1
gd15672:T723_RS13160	ncbip:WP_001557526.1
gd15672:T723_RS13165	ncbip:WP_001228167.1
gd15672:T723_RS13185	ncbip:WP_001062663.1
gd15672:T723_RS13210	ncbip:WP_000455861.1
gd15672:T723_RS13225	ncbip:WP_000455988.1
gd15672:T723_RS13235	ncbip:WP_000111117.1
gd15672:T723_RS13270	ncbip:WP_001221404.1
gd15672:T723_RS13280	ncbip:WP_000076661.1
gd15672:T723_RS13295	ncbip:WP_000686168.1
gd15672:T723_RS13320	ncbip:WP_000725225.1
gd15672:T723_RS13330	ncbip:WP_001558090.1
gd15672:T723_RS13335	ncbip:WP_001558091.1
gd15672:T723_RS13340	ncbip:WP_000751263.1
gd15672:T723_RS13355	ncbip:WP_000004818.1
gd15672:T723_RS13370	ncbip:WP_000651837.1
gd15672:T723_RS13400	ncbip:WP_000706515.1
gd15672:T723_RS13425	ncbip:WP_000108834.1
gd15672:T723_RS13430	ncbip:WP_001005523.1
gd15672:T723_RS13440	ncbip:WP_000159839.1
gd15672:T723_RS13475	ncbip:WP_000621532.1
gd15672:T723_RS13500	ncbip:WP_000846636.1
gd15672:T723_RS13505	ncbip:WP_000534425.1
gd15672:T723_RS13525	ncbip:WP_001130051.1
gd15672:T723_RS13535	ncbip:WP_001028775.1
gd15672:T723_RS13545	ncbip:WP_000066521.1
gd15672:T723_RS13555	ncbip:WP_000198598.1
gd15672:T723_RS13560	ncbip:WP_000711870.1
gd15672:T723_RS13570	ncbip:WP_001071729.1
gd15672:T723_RS13575	ncbip:WP_001083499.1
gd15672:T723_RS13590	ncbip:WP_001065268.1
gd15672:T723_RS13610	ncbip:WP_000143425.1
gd15672:T723_RS13650	ncbip:WP_000660028.1
gd15672:T723_RS13655	ncbip:WP_001005835.1
gd15672:T723_RS13665	ncbip:WP_000129417.1
gd15672:T723_RS13670	ncbip:WP_000748760.1
gd15672:T723_RS13680	ncbip:WP_001044560.1
gd15672:T723_RS13700	ncbip:WP_001173201.1
gd15672:T723_RS13720	ncbip:WP_001151890.1
gd15672:T723_RS13725	ncbip:WP_000593156.1
gd15672:T723_RS13770	ncbip:WP_001549854.1
gd15672:T723_RS13775	ncbip:WP_001260044.1
gd15672:T723_RS13790	ncbip:WP_000261962.1
gd15672:T723_RS13815	ncbip:WP_000653261.1
gd15672:T723_RS13825	ncbip:WP_000240580.1
gd15672:T723_RS13830	ncbip:WP_000877373.1
gd15672:T723_RS13835	ncbip:WP_000723836.1
gd15672:T723_RS13850	ncbip:WP_000592596.1
gd15672:T723_RS13855	ncbip:WP_000571742.1
gd15672:T723_RS13865	ncbip:WP_000640266.1
gd15672:T723_RS13870	ncbip:WP_000639184.1
gd15672:T723_RS13895	ncbip:WP_000610974.1
gd15672:T723_RS13915	ncbip:WP_000528922.1
gd15672:T723_RS13920	ncbip:WP_000181124.1
gd15672:T723_RS13925	ncbip:WP_000987672.1
gd15672:T723_RS13940	ncbip:WP_000956427.1
gd15672:T723_RS13950	ncbip:WP_000208909.1
gd15672:T723_RS13980	ncbip:WP_000154162.1
gd15672:T723_RS14000	ncbip:WP_001054128.1
gd15672:T723_RS14005	ncbip:WP_000779134.1
gd15672:T723_RS14020	ncbip:WP_000215587.1
gd15672:T723_RS14030	ncbip:WP_000362509.1
gd15672:T723_RS14045	ncbip:WP_001018962.1
gd15672:T723_RS14050	ncbip:WP_001065801.1
gd15672:T723_RS14065	ncbip:WP_000732324.1
gd15672:T723_RS14090	ncbip:WP_000807663.1
gd15672:T723_RS14130	ncbip:WP_001241246.1
gd15672:T723_RS14150	ncbip:WP_000566649.1
gd15672:T723_RS14160	ncbip:WP_000816184.1
gd15672:T723_RS14165	ncbip:WP_000239131.1
gd15672:T723_RS14180	ncbip:WP_000613541.1
gd15672:T723_RS14200	ncbip:WP_000401414.1
gd15672:T723_RS14225	ncbip:WP_001009692.1
gd15672:T723_RS14235	ncbip:WP_000149295.1
gd15672:T723_RS14240	ncbip:WP_000558755.1
gd15672:T723_RS14245	ncbip:WP_000590451.1
gd15672:T723_RS14265	ncbip:WP_000402803.1
gd15672:T723_RS14295	ncbip:WP_000838029.1
gd15672:T723_RS14300	ncbip:WP_000167309.1
gd15672:T723_RS14310	ncbip:WP_000185319.1
gd15672:T723_RS14325	ncbip:WP_000148852.1
gd15672:T723_RS14365	ncbip:WP_001124508.1
gd15672:T723_RS14370	ncbip:WP_001182436.1
