metabolite,molecular_formula,knapsack_cid,function,target,bunken
solanocapsine,C27H46N2O,C00002263,mildly causing nausea,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solanocapsine,C27H46N2O,C00002263,mildly dilation of the pupils,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solanocapsine,C27H46N2O,C00002263,mildly drowsiness,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solanocapsine,C27H46N2O,C00002263,mildly toxic base,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
cycloprotobuxine C,C27H48N2,C00002246,purgative,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solacapine,C27H48N2O2,C00002259,abdominal pains,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solacapine,C27H48N2O2,C00002259,causing nausea,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solacapine,C27H48N2O2,C00002259,dilation of the pupils,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solacapine,C27H48N2O2,C00002259,drowsiness,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solacapine,C27H48N2O2,C00002259,mildly toxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
cyclovirobuxine C,C27H48N2O,C00002247,anti-arrhythmic agent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
Terminalin,C28H10O16,C00002939,"cause lesions in liver and kidney, leading to death",Bos taurus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Terminalin,C28H10O16,C00002939,"cause lesions in liver and kidney, leading to death",Ovis aries,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Terminalin,C28H10O16,C00002939,highly toxic at concentrations of 20 mg/kg body-weight,Mus musculus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Epsilon-viniferin,C28H22O6,C00002905,inhibit spore germination,Botrytis cinerea,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
Epsilon-viniferin,C28H22O6,C00002905,inhibit spore germination,Cladosporium cucumerinum,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
Epsilon-viniferin,C28H22O6,C00002905,inhibit spore germination,Plasmopara viticola,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
cleistanthin A,C28H28O11,C00002590,increase neutrophilic granulocyte count,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
cleistanthin A,C28H28O11,C00002590,prevent experimentally induced granulocytoprnia,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
diosmin,C28H32O15,C00001037,anti-inflammatory activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
diosmin,C28H32O15,C00001037,increase skin capillary resistance in both intensity and duration,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
physcion 8-gentiobioside,C28H32O15,C00002849,cathartic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
Isoscoparin 2''-O-glucoside,C28H32O16,C00006272,Feeding attractants,"Nilaparvata lungens,Sogatella furcifera, Laodelphax striatellus","Besson,Phytochem.,24,(1985),1061"
Haplogenin 3-O-rutinoside,C28H32O17,C00005709,Pollinator attractants,"","Harborne,Phytochem.,20, (1981),1117"
"Peonidin 3,5-di-O-glucoside",C28H33O16,C00011090,Pollinator attractants,"","Francis,Proc.Amer.Soc.Hort.Scil,89, (1966),657"
podorhizol beta-D-glucoside,C28H34O13,C00002621,antimitotic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
poncirin,C28H34O14,C00000995,"bitter tasting, 1/5 as bitter as quinine","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
eriocitrin,C28H34O15,C00000959,activity similar to that of neoeriocitrin,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
hesperidin,C28H34O15,C00000970,oviposition stimulant,Papilio protenor,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
hesperidin,C28H34O15,C00000970,oviposition stimulant,Papilio xuthus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
neohesperidin,C28H34O15,C00000987,bitter taste,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
drumnondin A,C28H34O8,C00002425,antimicrobial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter34"
drumnondin A,C28H34O8,C00002425,"cytotoxic to P-388, KB and cancer cell lines",Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter34"
psychotrine,C28H36N2O4,C00001907,"anti-amoebic activities, attributed mainly to emetine","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
psychotrine,C28H36N2O4,C00001907,"used medicinally for its expectorant, emetic","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
alangicine,C28H36N2O5,C00001795,"used in native medicine as a tonic and laxative, anthelmintic and antileprotic","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
(+)-syringaresinol O-beta-D-glucoside,C28H36O13,C00002632,immunomodulating activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
harringtonine,C28H37NO9,C00002342,act as a DNA biosynthesis inhibitor,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
harringtonine,C28H37NO9,C00002342,act as a protein inhibitor,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
harringtonine,C28H37NO9,C00002342,show antitumour activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
harringtonine,C28H37NO9,C00002342,used clinically to treat acute myelocytic leukaemia,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
cephaeline,C28H38N2O4,C00001835,anti-amoebic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
cephaeline,C28H38N2O4,C00001835,emetic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
cephaeline,C28H38N2O4,C00001835,expectant activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
hordatine A,C28H38N8O4,C00001415,antifungal activity,Monilinia fructicola,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
ustiloxin,C28H43N5O12S,C00001522,phytotoxin which infects panicles with false smut balls,Oryza sativa,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter15"
frangulanine,C28H44N4O4,C00001998,antibiotic activity,gram positive bacteria,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter24"
frangulanine,C28H44N4O4,C00001998,antibiotic activity,lower fungi,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter24"
Castasterone,C28H48O5,C00000181,promote lamina inclination,Oryza sativa,"Wada,Agric.Biol.Chem.,48,(1984),719-726"
Brassinolide,C28H48O6,C00000176,induce chilling resistance,Zea mays,"He,Brassinosteroids-Chemistry,Bioactivity and Applications,(1991),220-230"
Brassinolide,C28H48O6,C00000176,induce coleoptile elongation,Avena sativa,"Yokota,Plant Growth Substances 1985,(1986),129-138"
Brassinolide,C28H48O6,C00000176,induce coleoptile elongation,Triticum aestivum,"Sasse,Physiol.Plant.,80,(1990),401-408"
Brassinolide,C28H48O6,C00000176,induce coleoptile elongation,Zea mays,"He,Brassinosteroids-Chemistry,Bioactivity and Applications,(1991),220-230"
Brassinolide,C28H48O6,C00000176,induce epicotyl elongation,Glycine max,"Clouse,Brassinosteroids-Chemistry,Bioactivity and Applications,(1991),122-140"
Brassinolide,C28H48O6,C00000176,induce epicotyl elongation,Phaseolus aureus,"Gregory,Physiol.Plant.,54,(1982),239-243"
Brassinolide,C28H48O6,C00000176,induce epinasty,Perilla frutescens,"Suge,Plant Cell Physiol.,27,(1986),199-205"
Brassinolide,C28H48O6,C00000176,induce epinasty,Phaseolus aureus,"Gregory,Physiol.Plant.,54,(1982),239-243"
Brassinolide,C28H48O6,C00000176,induce flowering,Luffa cylindrica,"Suge,Plant Cell Physiol.,27,(1986),199-205"
Brassinolide,C28H48O6,C00000176,induce flowering,Raphanus sativus,"Suge,Plant Cell Physiol.,27,(1986),199-205"
Brassinolide,C28H48O6,C00000176,induce gravitropism,Phaseolus vulgaris,"Meudt,Plant Physiol.,83,(1987),195-198"
Brassinolide,C28H48O6,C00000176,induce growth of pollen tube,Prunus arium,"Hewitt,Aust.J.Plant Physiol.,12,(1985),201-211"
Brassinolide,C28H48O6,C00000176,induce hook growth,Pisum sativum,"Sasse,Physiol.Plant.,80,(1990),401-408"
Brassinolide,C28H48O6,C00000176,induce hypocotyl elongation,Cucumis sativus,"Mandava,Physiol.Plant.,53,(1981),453-461"
Brassinolide,C28H48O6,C00000176,induce leaf growth,Triticum aestivum,"Wada,Agric.Biol.Chem.,49,(1985),2249-2251"
Brassinolide,C28H48O6,C00000176,induce leaf senescence,Rumex obtusifolius,"Mandava,Physiol.Plant.,53,(1981),453-461"
Brassinolide,C28H48O6,C00000176,induce leaf senescence,Xanthium strumarium,"Mandava,Physiol.Plant.,53,(1981),453-461"
Brassinolide,C28H48O6,C00000176,induce mesocotyl elongation,Zea mays,"Yopp,Physiol.Plant.,53,(1981),445-452;He,Brassinosteroids-Chemistry,Bioactivity and Applications,(1991),220-230"
Brassinolide,C28H48O6,C00000176,induce peduncle elongation,Arabidopsis thaliana,"Clouse,Brassinosteroids-Chemistry,Bioactivity and Applications,(1991),122-140"
Brassinolide,C28H48O6,C00000176,induce thicknening growth of cotyledon,Cucumis sativus,"Mandava,Physiol.Plant.,53,(1981),453-461"
Brassinolide,C28H48O6,C00000176,induce thicknening growth of hypocotyl,Cucurbita maxima,"Eun,Plant Cell Physiol.,30,(1989),807-810"
Brassinolide,C28H48O6,C00000176,induce thicknening growth of tuber,Helianthus tuberosus,"Yopp,Physiol.Plant.,53,(1981),445-452"
Brassinolide,C28H48O6,C00000176,induce translocation,Oryza sativa,"Fujii,Brassinosteroids-Chemistry,Bioactivity and Applications,(1991),306-311"
Brassinolide,C28H48O6,C00000176,inhibit root growth,Helianthus tuberosus,"Yopp,Physiol.Plant.,53,(1981),445-452"
Brassinolide,C28H48O6,C00000176,inhibit root growth,Lepidium sativum,"Yopp,Physiol.Plant.,53,(1981),445-452"
Brassinolide,C28H48O6,C00000176,inhibit root growth,Oryza sativa,"Radi,J.Crop Sci.,57,(1988),191-198"
Brassinolide,C28H48O6,C00000176,inhibit root induction,Phaseolus aureus,"Yopp,Physiol.Plant.,53,(1981),445-452"
Brassinolide,C28H48O6,C00000176,promote lamina inclination,Oryza sativa,"Wada,Plant Cell Physiol.,22,(1981),323-325"
Brassinolide,C28H48O6,C00000176,stimulate fruit set,Citrus madurensis,"Iwahori,Plant Growth Regul.,9,(1990),119-125"
Brassinolide,C28H48O6,C00000176,stimulate fruit set,Citrus sinensis,"Sugiyama,Acta Hort.,239,(1989),345-348;Kuraishi,Brassinosteroids-Chemistry,Bioactivity and Applications,(1991),312-319"
Brassinolide,C28H48O6,C00000176,stimulate germination,Oryza sativa,"Yamaguchi,Proceedings of the fourteenth annual plant growth regulator society of America Meeting,(1987),26-27"
Brassinolide,C28H48O6,C00000176,stimulate germination,Striga asiatica,"Takeuchi,American Chemical Socirty,(1991),298-305"
24-Epibrassinolide,C28H48O6,C00000180,induce epicotyl elongation,Phaseolus aureus,"Guan,Physiol.Plant.,73,(1988),426-431"
24-Epibrassinolide,C28H48O6,C00000180,inhibit adventitous root elongation in hypocotyl and epicotyl cuttings,Phaseolus aureus,"Guan,Physiol.Plant.,73,(1988),426-431"
24-Epibrassinolide,C28H48O6,C00000180,inhibit adventitous root formation,Glycine max,"Sathiyamoorthy,Plant Growth Regul.,9,(1990),73-76"
24-Epibrassinolide,C28H48O6,C00000180,inhibit adventitous root formation in hypocotyl and epicotyl cuttings,Phaseolus aureus,"Guan,Physiol.Plant.,73,(1988),426-431"
24-Epibrassinolide,C28H48O6,C00000180,inhibit heat shock tolerance,Vigna aconitifolia,"Upadhyana,HortSci.,26,(1991),1065-1067"
carpaine,C28H50N2O4,C00002026,cardiotonic agent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter25"
carpaine,C28H50N2O4,C00002026,potent amoebicide,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter25"
cercosporin,C29H26O10,C00002801,effective toxic agent,Fungi,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
cercosporin,C29H26O10,C00002801,exhibit photodynamic antibacterial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
cercosporin,C29H26O10,C00002801,phytotoxin,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
usambarensine,C29H28N4,C00001779,antimuscarinic effects on isolated intestinal muscle,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
usambarensine,C29H28N4,C00001779,used as an arrow poison (root bark),"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
phyllanthostatin A,C29H30O13,C00002618,cytostatic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
Amarogentin,C29H30O13,C00003070,"bitter principles of gentians, which are used as bitter tonics","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter49"
piperaduncin B,C29H30O8,C00000994,antibacterial activity,Bacillus subtilis,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
piperaduncin B,C29H30O8,C00000994,antibacterial activity,Micrococcus luteus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
ochrolifuanine A,C29H34N4,C00001754,used as an ingredient of arrow poisons,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
Limocitrin 3-O-rutinoside,C29H34O17,C00005719,Pollinator attractants,"","Harborne,Phytochem.,20, (1981),1117"
malvin,C29H35O17,C00002384,mauve pigment,Plantae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter32"
malvin,C29H35O17,C00002384,"the pomace and lees of Vitis, which contains malvin, is used as a natural food colouring","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter32"
emetamine,C29H36N2O4,C00001848,"used as an expectorant, emetic and amoebicide, however, these effects are all attributable to emetine","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
forsythiaside,C29H36O15,C00002744,"antibacterial activity, including plant pathogenic bacteria","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
forsythiaside,C29H36O15,C00002744,inhibit cyclic adenosine monophosphodiesterase in vitro,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
forsythiaside,C29H36O15,C00002744,inhibit formation of 5-lipoxygenase products in leukocytes,Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
forsythiaside,C29H36O15,C00002744,inhibit formation of 5-lipoxygenase products in peritoneal cells,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
forsythiaside,C29H36O15,C00002744,strong radical scavenger,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
verbascoside,C29H36O15,C00002783,antihepatotoxic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
verbascoside,C29H36O15,C00002783,hypertensive activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
verbascoside,C29H36O15,C00002783,"inhibit formation of 5-lipoxygenase products in leukocytes, indicating anti-inflammatory property",Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
verbascoside,C29H36O15,C00002783,inhibit lens aldose reductase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
orobanchoside,C29H36O16,C00002763,act as an agonist of antitremor action of DOPA,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
orobanchoside,C29H36O16,C00002763,active,plant pathogenic fungi,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
orobanchoside,C29H36O16,C00002763,analgesic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
orobanchoside,C29H36O16,C00002763,antihypertensive activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
orobanchoside,C29H36O16,C00002763,inhibit aldose reductase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
plantamajoside,C29H36O16,C00002767,"inhibit 5-lipoxygenase and cyclic adenosine monophosphate phosphodiesterase, thus explaining the anti-inflammatory and anti-asthmatic activity",Plantago,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
suspensaside,C29H36O16,C00002781,antibacterial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
suspensaside,C29H36O16,C00002781,effective in the arachidonate metabolism of leukocytes,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
suspensaside,C29H36O16,C00002781,inhibit cyclic adenosine monophosphate phosphodiesterase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
suspensaside,C29H36O16,C00002781,inhibit formation of 5-lipoxygenase products in leukocytes,Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
suspensaside,C29H36O16,C00002781,inhibit formation of 5-lipoxygenase products in peritoneal cells,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
suspensaside,C29H36O16,C00002781,"strong radical scavenger, indicating activity against asthma and allergic diseases","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
hellicoside,C29H36O17,C00002750,"inhibit 5-lipoxygenase and cyclic adenosine monophosphate phosphodiesterase, thus explaining the anti-inflammatory and anti-asthmatic activity",Plantago,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
tubulosine,C29H37N3O3,C00001778,amoebicidal,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
tubulosine,C29H37N3O3,C00001778,antitumour activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
tubulosine,C29H37N3O3,C00001778,highly toxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
alangimarckine,C29H37N3O3,C00001796,used as an anthelmintic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
alangimarckine,C29H37N3O3,C00001796,used as laxative,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
alangimarckine,C29H37N3O3,C00001796,used as tonic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
alangimarckine,C29H37N3O3,C00001796,used for skin diseases,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
mucronine A,C29H38N4O4,C00002004,weak antibiotic activity,gram positive bacteria,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter24"
mucronine A,C29H38N4O4,C00002004,weak antibiotic activity,lower fungi,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter24"
emetine,C29H40N2O4,C00001849,anti-amoebic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
emetine,C29H40N2O4,C00001849,"anticancer activity, probably due to its inhibition of DNA and other protein synthesis, but has not yet proved useful clinically for treating advanced carcinomas","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
emetine,C29H40N2O4,C00001849,"antiviral activity, probably due to its inhibition of DNA and other protein synthesis, but has not yet proved useful clinically for treating advanced carcinomas","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
emetine,C29H40N2O4,C00001849,cumulative poison over short periods,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
emetine,C29H40N2O4,C00001849,cytotoxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
emetine,C29H40N2O4,C00001849,emetic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
emetine,C29H40N2O4,C00001849,expectorant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
emetine,C29H40N2O4,C00001849,lethal dose is about one gram,Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
emetine,C29H40N2O4,C00001849,"used to treat amoebic dysentery, despite the gastrointestinal effects","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
hordatine B,C29H40N8O5,C00001416,antifungal activity,Monilinia fructicola,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
28-Homocastasterone;24-S-24-Ethylbrassinone,C29H50O5,C00000190,promote lamina inclination,Oryza sativa,"Wada,Agric.Biol.Chem.,48,(1984),719-726"
glyoxylic acid,C2H2O3,C00001186,"irritant, and corrosive to skin","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
oxalic acid,C2H2O4,C00001198,"corrosive to the skin, and precipitates blood calcium","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
oxalic acid,C2H2O4,C00001198,"poisonous, when taken in soluble form, causing paralysis of the nervous system","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
oxalic acid,C2H2O4,C00001198,used as a haemostatic agent in veterinary therapy,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
oxalic acid,C2H2O4,C00001198,used commercially as a condensing agent in syntheses of polyamides and intermediate for dyes,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
oxalic acid,C2H2O4,C00001198,used for bleaching of leather and straw,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
oxalic acid,C2H2O4,C00001198,used for cleaning metals and wood,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
oxalic acid,C2H2O4,C00001198,used for textile finishing,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
monofluoroacetic acid,C2H3O2F,C00001196,"fatal dose is between 2 and 5 mg/kg body-weight, stop respiration by blocking the tricarboxylic acid cycle",Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
monofluoroacetic acid,C2H3O2F,C00001196,highly poisonous,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
ethylene,C2H4,C00000175,enhance seed germination,Arachis hypogaea,"Ketring,Plant Physiol.,44,(1969),326-330"
ethylene,C2H4,C00000175,enhance seed germination,Lactuca sativa,"Abeles,Plant Physiol.,44,(1969),277-280;Negm,Plant Physiol.,49,(1972),869-872;Burdett,Plant Physiol.,50,(1972),719-722;Dunlap,Plant Physiol.,60,(1977),222-224;Saini,Plant Physiol.,81,(1986),950-953;Saini,Plant Physiol.,90,(1989),311-315"
ethylene,C2H4,C00000175,enhance seed germination,Ricinus communis,"Spencer,Nature,205,(1965),699-700"
ethylene,C2H4,C00000175,enhance seed germination,Xanthium canadense,"Katoh,Plant Cell Physiol.,16,(1975),687-696;Katoh,Plant Cell Physiol.,16,(1975),697-706;Esashi,Plant Cell Physiol.,16,(1975),707-718;Satoh,J.Exp.Bot.,35,(1984),1515-1524"
ethylene,C2H4,C00000175,enhance senescence,Dianthus caryophyllus,"Crocker,Bot.Gaz.,46,(1908),259-276;Mayak,Plant Physiol.,58,(1976),663-665;Mayak,Plant Physiol.,59,(1977),591-593;Bufler,Planta,150,(1980),439-442;Mayak,Planta,153,(1981),49-55;Peiser,Acta Hort.,181,(1986),99-104"
ethylene,C2H4,C00000175,enhance senescence,Hibiscus rosa-sinensis,"Woodson,Plant Physiol.,79,(1985),679-683"
ethylene,C2H4,C00000175,enhance senescence,Ipomoea tricolor,"Kende,Planta,116,(1974),279-289"
ethylene,C2H4,C00000175,enhance senescence,Tradescantia,"Suttle,Plant Physiol.,62,(1978),267-271;Suttle,Plant Physiol.,65,(1980),1067-1072"
ethylene,C2H4,C00000175,induce flowering,Ananas comosus,"Burg,Science,152,(1966),1269-1269"
ethylene,C2H4,C00000175,induce flowering,Cucumis melo,"Byers,Proc.Natl.Acad.Sci.USA,69,(1972),717-720"
ethylene,C2H4,C00000175,induce flowering,Cucumis sativus,"McMurray,Science,162,(1968),1397-1398;Iwahori,Plant Physiol.,46,(1970),412-415;Rudich,Plant Physiol.,49,(1972),998-999"
ethylene,C2H4,C00000175,induce flowering,Narcissus tazetta,"Iwanishi,Scientia Hortic.,21,(1983),173-180;Iwanishi,Acta Hort.,201,(1987),29-35"
ethylene,C2H4,C00000175,induce leaf abscission,Citrus sinensis,"Sagee,Plant Physiol.,66,(1980),750-753"
ethylene,C2H4,C00000175,induce petiole epinasty,Euphorbia pulcherrima,"Sacalis,HortSci.,13,(1978),594-596"
ethylene,C2H4,C00000175,induce petiole epinasty,Lycopersicon esculentum,"Ursin,Plant Physiol.,(1989),1341-1346"
ethylene,C2H4,C00000175,induce petiole epinasty,Pisum sativum,"Saltveit,Plant Physiol.,61,(1978),447-450"
ethylene,C2H4,C00000175,induce ripening,Citrus reticulata,"Purvis,Plant Physiol.,68,(1981),854-856"
ethylene,C2H4,C00000175,induce ripening,Citrus unshiu,"Shimokawa,Scientica Hort.,8,(1978),129-135;Shimokawa,Plant Cell Physiol.,19,(1978),229-236"
ethylene,C2H4,C00000175,induce ripening,Cucumis melo,"Passam,J.Exp.Bot.,29,(1978),325-333"
ethylene,C2H4,C00000175,induce ripening,Ficus carica,"Marei,Plant Physiol.,48,(1971),806-808"
ethylene,C2H4,C00000175,induce ripening,Iris hollandica,"Kamerbeek,Physiol.Plant.,27,(1972),5-8"
