gene	uniprot
hsa:HSA_149158702	uniplot:Q5JZ48
hsa:HSA_149193331	uniplot:Q5SRL0
hsa:HSA_149193331	uniplot:Q9C019
hsa:HSA_149408130	uniplot:O75677
hsa:HSA_149408135	uniplot:O75679
hsa:HSA_149944573	uniplot:Q3LI54
hsa:HSA_149944590	uniplot:Q9UH36
hsa:HSA_150010659	uniplot:Q3SXP7
hsa:HSA_15011880	uniplot:Q9P289
hsa:HSA_15011918	uniplot:O75787
hsa:HSA_150170722	uniplot:Q13585
hsa:HSA_15042941	uniplot:Q9H213
hsa:HSA_15042961	uniplot:O95872
hsa:HSA_15042961	uniplot:A0A024RCU2
hsa:HSA_15042969	uniplot:Q9HBJ8
hsa:HSA_150456434	uniplot:O75409
hsa:HSA_15055511	uniplot:Q9BYR6
hsa:HSA_15082232	uniplot:P0C7H8
hsa:HSA_15082232	uniplot:Q9BYR9
hsa:HSA_15100151	uniplot:O95870
hsa:HSA_151301154	uniplot:Q6W4X9
hsa:HSA_15150811	uniplot:P82909
hsa:HSA_15208654	uniplot:Q14129
hsa:HSA_15208654	uniplot:X5D7D2
hsa:HSA_15277342	uniplot:Q92506
hsa:HSA_153252026	uniplot:P51793
hsa:HSA_153267492	uniplot:O76002
hsa:HSA_153267492	uniplot:A0A126GWS4
hsa:HSA_153281158	uniplot:Q13202
hsa:HSA_153791171	uniplot:Q8NDB6
hsa:HSA_153791282	uniplot:Q9GZY0
hsa:HSA_153791313	uniplot:O43819
hsa:HSA_153791494	uniplot:P0C7M4
hsa:HSA_153791873	uniplot:A2A368
hsa:HSA_153791893	uniplot:O75132
hsa:HSA_153792195	uniplot:Q9UFD9
hsa:HSA_153792284	uniplot:Q86YR6
hsa:HSA_153792298	uniplot:Q7Z3Z3
hsa:HSA_153792375	uniplot:Q5H9E4
hsa:HSA_153792407	uniplot:Q9BRH9
hsa:HSA_154090979	uniplot:Q9ULL0
hsa:HSA_154091020	uniplot:Q5VUJ6
hsa:HSA_154146199	uniplot:A9JR48
hsa:HSA_154146199	uniplot:Q9BXA9
hsa:HSA_154426331	uniplot:Q68DA1
hsa:HSA_154426331	uniplot:Q9NYK6
hsa:HSA_154759249	uniplot:P60411
hsa:HSA_154759249	uniplot:P60412
hsa:HSA_154759251	uniplot:P60411
hsa:HSA_154759263	uniplot:Q96C28
hsa:HSA_154759293	uniplot:Q5VXU3
hsa:HSA_154800493	uniplot:A3QJZ6
hsa:HSA_155030211	uniplot:D7RIH8
hsa:HSA_155030211	uniplot:P01911
hsa:HSA_155030211	uniplot:Q29974
hsa:HSA_155030211	uniplot:X5DNQ0
hsa:HSA_155722994	uniplot:Q8IXZ2
hsa:HSA_155969718	uniplot:P59942
hsa:HSA_156071459	uniplot:P05141
hsa:HSA_156071459	uniplot:Q6NVC0
hsa:HSA_156071462	uniplot:P12236
hsa:HSA_156071462	uniplot:Q6I9V5
hsa:HSA_156071467	uniplot:P36575
hsa:HSA_156119609	uniplot:O15391
hsa:HSA_156139139	uniplot:Q8IWF2
hsa:HSA_156523052	uniplot:Q0D2K3
hsa:HSA_156564372	uniplot:Q8NEG4
hsa:HSA_156564380	uniplot:Q86UW9
hsa:HSA_156602655	uniplot:Q9UH03
hsa:HSA_156616297	uniplot:Q96RT8
hsa:HSA_156627559	uniplot:Q9H2S6
hsa:HSA_156766064	uniplot:Q96PV4
hsa:HSA_156938338	uniplot:O14599
hsa:HSA_157041215	uniplot:Q9UIG4
hsa:HSA_157168360	uniplot:P46597
hsa:HSA_157168360	uniplot:A0A024RBT9
hsa:HSA_157266326	uniplot:Q04671
hsa:HSA_157388931	uniplot:Q5JRV8
hsa:HSA_157388931	uniplot:Q7Z4S8
hsa:HSA_157388995	uniplot:Q9NV79
hsa:HSA_157426898	uniplot:Q9UDY6
hsa:HSA_157427195	uniplot:A6NGH7
hsa:HSA_157738615	uniplot:Q2TB68
hsa:HSA_157738615	uniplot:Q769H0
hsa:HSA_157738615	uniplot:Q8TD31
hsa:HSA_157743267	uniplot:A6NJG2
hsa:HSA_157785548	uniplot:Q8IV76
hsa:HSA_15811782	uniplot:Q92917
hsa:HSA_15890086	uniplot:A7MBN3
hsa:HSA_15890086	uniplot:P29400
hsa:HSA_15890086	uniplot:Q49AM6
hsa:HSA_160420317	uniplot:P21333
hsa:HSA_160420317	uniplot:Q60FE5
hsa:HSA_160420317	uniplot:Q6NXF2
hsa:HSA_160707950	uniplot:P51608
hsa:HSA_160707950	uniplot:Q59FJ6
hsa:HSA_160707950	uniplot:A0A140VKC4
hsa:HSA_161016767	uniplot:Q5SSG8
hsa:HSA_16118229	uniplot:Q9BYQ2
hsa:HSA_16118240	uniplot:Q9BYQ4
hsa:HSA_163644267	uniplot:Q15080
hsa:HSA_163659858	uniplot:P42263
hsa:HSA_163659858	uniplot:Q17R51
hsa:HSA_163659920	uniplot:B3KTT7
hsa:HSA_163659920	uniplot:Q495U3
hsa:HSA_163659920	uniplot:Q96RD6
hsa:HSA_16418463	uniplot:P35410
hsa:HSA_16418463	uniplot:Q502V9
hsa:HSA_16418463	uniplot:W8W3J1
hsa:HSA_16445027	uniplot:Q5H8V1
hsa:HSA_16445027	uniplot:Q96RJ3
hsa:HSA_16445428	uniplot:P57081
hsa:HSA_16445436	uniplot:Q9NSI6
hsa:HSA_16554616	uniplot:P82932
hsa:HSA_166064029	uniplot:Q4VCS5
hsa:HSA_166362730	uniplot:P19419
hsa:HSA_166362730	uniplot:Q86SR6
hsa:HSA_166362730	uniplot:A0A024R1A7
hsa:HSA_167466173	uniplot:A8K5I0
hsa:HSA_167466173	uniplot:P0DMV8
hsa:HSA_167466173	uniplot:P0DMV9
hsa:HSA_167466262	uniplot:Q6ZR62
hsa:HSA_167466278	uniplot:Q8N695
hsa:HSA_16753207	uniplot:Q9UHD9
hsa:HSA_167555110	uniplot:Q9BW19
hsa:HSA_167555110	uniplot:A0A024RCS7
hsa:HSA_167555119	uniplot:P0CG34
hsa:HSA_167555119	uniplot:P0CG35
hsa:HSA_167857788	uniplot:Q29980
hsa:HSA_167857788	uniplot:X6R344
hsa:HSA_167857792	uniplot:Q15116
hsa:HSA_167857792	uniplot:A0A0M3M0G7
hsa:HSA_168229156	uniplot:Q8N5F7
hsa:HSA_168229161	uniplot:P57737
hsa:HSA_16876435	uniplot:Q96P66
hsa:HSA_169646723	uniplot:P23416
hsa:HSA_169790833	uniplot:P13473
hsa:HSA_169790849	uniplot:P53701
hsa:HSA_169790849	uniplot:A0A024RBY9
hsa:HSA_169881273	uniplot:P46020
hsa:HSA_170016023	uniplot:B1ATL7
hsa:HSA_170016081	uniplot:O75695
hsa:HSA_170016081	uniplot:A0A1B2JLU2
hsa:HSA_170016085	uniplot:Q2M218
hsa:HSA_17017980	uniplot:Q9C0H6
hsa:HSA_170671738	uniplot:Q96L11
hsa:HSA_170671738	uniplot:A0A0G2JPS5
hsa:HSA_170932481	uniplot:Q6IQ20
hsa:HSA_17136148	uniplot:Q15904
hsa:HSA_171460928	uniplot:Q9BV57
hsa:HSA_17149853	uniplot:Q9UIM3
hsa:HSA_17149853	uniplot:A0A024RCQ6
hsa:HSA_17158011	uniplot:P58511
hsa:HSA_17158023	uniplot:Q9NSI2
hsa:HSA_17196626	uniplot:Q9NST1
hsa:HSA_17402865	uniplot:Q16762
hsa:HSA_17402888	uniplot:O95502
hsa:HSA_17402902	uniplot:Q9BYB4
hsa:HSA_17738292	uniplot:Q02338
hsa:HSA_178557739	uniplot:P0C0L4
hsa:HSA_178557739	uniplot:P0C0L5
hsa:HSA_178557813	uniplot:A1L190
hsa:HSA_17933774	uniplot:Q9H3H9
hsa:HSA_17975597	uniplot:Q8WWX9
hsa:HSA_17975763	uniplot:Q01538
hsa:HSA_17978475	uniplot:Q13516
hsa:HSA_17978477	uniplot:B7Z879
hsa:HSA_17978477	uniplot:Q9H270
hsa:HSA_17978477	uniplot:A0A087WXL6
hsa:HSA_17978512	uniplot:Q9UHX1
hsa:HSA_17986001	uniplot:E5FQ95
hsa:HSA_17986001	uniplot:P01889
hsa:HSA_17986005	uniplot:P79483
hsa:HSA_181336739	uniplot:A6BM72
hsa:HSA_18201870	uniplot:Q96P67
hsa:HSA_18201888	uniplot:Q96DU9
hsa:HSA_18254456	uniplot:Q8WYR4
hsa:HSA_18254474	uniplot:Q8WXH4
hsa:HSA_183396787	uniplot:Q6W2J9
hsa:HSA_183396797	uniplot:Q9BYU5
hsa:HSA_18375507	uniplot:E5KN95
hsa:HSA_18375507	uniplot:Q9UBZ4
hsa:HSA_18375623	uniplot:Q13838
hsa:HSA_18375623	uniplot:A0A024RCM3
hsa:HSA_18426975	uniplot:P01909
hsa:HSA_18426975	uniplot:Q8MH44
hsa:HSA_18426975	uniplot:A0A173ADG5
hsa:HSA_18497300	uniplot:O95670
hsa:HSA_18497300	uniplot:Q6NVJ2
hsa:HSA_185134902	uniplot:O76001
hsa:HSA_185134902	uniplot:A0A126GWT2
hsa:HSA_186700631	uniplot:B2CW77
hsa:HSA_18702331	uniplot:Q8TE49
hsa:HSA_187608767	uniplot:Q99607
hsa:HSA_187608816	uniplot:B2CML4
hsa:HSA_187608823	uniplot:A1L429
hsa:HSA_18765715	uniplot:Q31604
hsa:HSA_18765715	uniplot:Q6ICR9
hsa:HSA_187761326	uniplot:Q6NT46
hsa:HSA_188219778	uniplot:A1L429
hsa:HSA_188528648	uniplot:O95680
hsa:HSA_188528648	uniplot:O95681
hsa:HSA_188528648	uniplot:P22105
hsa:HSA_188528648	uniplot:Q9Y464
hsa:HSA_189083737	uniplot:Q7Z412
hsa:HSA_189083737	uniplot:A0A024R100
hsa:HSA_189083866	uniplot:Q14032
hsa:HSA_189181654	uniplot:Q9NQZ3
hsa:HSA_189181654	uniplot:A0A140VJH5
hsa:HSA_189303554	uniplot:Q3LI60
hsa:HSA_189409125	uniplot:Q5H9I0
hsa:HSA_189491755	uniplot:O75914
hsa:HSA_190341074	uniplot:Q6XYB5
hsa:HSA_190341074	uniplot:Q6P996
hsa:HSA_190358477	uniplot:Q2QL34
hsa:HSA_190610039	uniplot:Q3LHN0
hsa:HSA_191252806	uniplot:A6NJZ7
hsa:HSA_191252814	uniplot:A6NNM3
hsa:HSA_192449447	uniplot:A8K9L3
hsa:HSA_192449447	uniplot:P60201
hsa:HSA_193211614	uniplot:Q15738
hsa:HSA_193211616	uniplot:Q9BPW8
hsa:HSA_193788718	uniplot:Q9Y5P2
hsa:HSA_193804850	uniplot:Q8N5I4
hsa:HSA_193804854	uniplot:Q8WZ11
hsa:HSA_193804854	uniplot:Q9H7Y0
hsa:HSA_193804860	uniplot:Q71SF7
hsa:HSA_193804860	uniplot:Q96C24
hsa:HSA_193804860	uniplot:A0A024RCF8
hsa:HSA_193804923	uniplot:Q6NSI4
hsa:HSA_193804925	uniplot:Q5JUW0
hsa:HSA_19387846	uniplot:Q9UNF1
hsa:HSA_19387846	uniplot:A0A024R9Y7
hsa:HSA_194018513	uniplot:Q3KNS1
hsa:HSA_194239638	uniplot:Q6P9G9
hsa:HSA_194239638	uniplot:Q7Z3P1
hsa:HSA_194239733	uniplot:P48764
hsa:HSA_194248068	uniplot:Q96PV0
hsa:HSA_194248072	uniplot:A8K5I0
hsa:HSA_194248072	uniplot:B3KTT5
hsa:HSA_194248072	uniplot:P0DMV8
hsa:HSA_194248072	uniplot:P0DMV9
hsa:HSA_194272171	uniplot:A8K0H0
hsa:HSA_194272171	uniplot:P40305
hsa:HSA_194272214	uniplot:Q8WYQ4
hsa:HSA_194294513	uniplot:A0ZT99
hsa:HSA_194294513	uniplot:Q96PF2
hsa:HSA_194306631	uniplot:P57721
hsa:HSA_194328779	uniplot:Q6ICH7
hsa:HSA_194328779	uniplot:A0A024R1D0
hsa:HSA_194363762	uniplot:P01112
hsa:HSA_194363762	uniplot:X5D945
hsa:HSA_194394141	uniplot:O60287
hsa:HSA_194394158	uniplot:Q6XQN6
hsa:HSA_194473668	uniplot:P25325
hsa:HSA_195539372	uniplot:Q9UNA0
hsa:HSA_195947372	uniplot:D3DX19
hsa:HSA_195947372	uniplot:O00501
hsa:HSA_195963406	uniplot:Q14201
hsa:HSA_195963406	uniplot:Q6IAU3
hsa:HSA_195972892	uniplot:B2C6G4
hsa:HSA_195972892	uniplot:Q6GMR7
hsa:HSA_196049382	uniplot:Q8N1B3
hsa:HSA_19718786	uniplot:O75943
hsa:HSA_19743940	uniplot:Q96GU1
hsa:HSA_19747269	uniplot:Q8WTP9
hsa:HSA_19747273	uniplot:Q3SY49
hsa:HSA_19747273	uniplot:Q8WWM1
hsa:HSA_19747283	uniplot:Q96GT9
hsa:HSA_19747283	uniplot:A0A024R2A6
hsa:HSA_198041662	uniplot:Q53H96
hsa:HSA_198041662	uniplot:A0A0A0MQS1
hsa:HSA_198041703	uniplot:Q8N1D0
hsa:HSA_198442844	uniplot:B0I1S1
hsa:HSA_198442844	uniplot:Q8IVF4
hsa:HSA_19913375	uniplot:B0V023
hsa:HSA_19913375	uniplot:O95866
hsa:HSA_19923076	uniplot:Q8TDG2
hsa:HSA_19923096	uniplot:D0E2W4
hsa:HSA_19923096	uniplot:Q9HC73
hsa:HSA_19923193	uniplot:P50502
hsa:HSA_19923193	uniplot:Q0IJ56
hsa:HSA_19923193	uniplot:A0A140VKA6
hsa:HSA_19923308	uniplot:B2R9W4
hsa:HSA_19923308	uniplot:P43361
hsa:HSA_19923395	uniplot:Q9Y5Z0
hsa:HSA_19923777	uniplot:A0A5E8
hsa:HSA_19923777	uniplot:Q99501
hsa:HSA_19923855	uniplot:Q96A49
hsa:HSA_19923937	uniplot:Q96EK2
hsa:HSA_19923937	uniplot:A0A0S2Z6R3
hsa:HSA_19923967	uniplot:B3KW05
hsa:HSA_19923967	uniplot:Q96D09
hsa:HSA_19924099	uniplot:P17600
hsa:HSA_19924141	uniplot:O95461
hsa:HSA_19924141	uniplot:X5DR28
hsa:HSA_20070280	uniplot:Q9HBM6
hsa:HSA_20070354	uniplot:Q969S8
hsa:HSA_20127422	uniplot:O60469
hsa:HSA_20127561	uniplot:Q9NX14
hsa:HSA_20128774	uniplot:Q15759
hsa:HSA_20143482	uniplot:Q9HCI5
hsa:HSA_20149688	uniplot:Q96GJ1
hsa:HSA_20149688	uniplot:A0A024RCF5
hsa:HSA_20149698	uniplot:Q969R5
hsa:HSA_20149698	uniplot:A0A0S2Z5X6
hsa:HSA_20162568	uniplot:Q8TD91
hsa:HSA_20162570	uniplot:Q8TD90
hsa:HSA_20302166	uniplot:Q9NR97
hsa:HSA_20304127	uniplot:Q7Z6Z6
hsa:HSA_20336726	uniplot:Q8TCT0
hsa:HSA_20336726	uniplot:A0A024R4U8
hsa:HSA_205360838	uniplot:Q53G26
hsa:HSA_205360838	uniplot:Q59E88
hsa:HSA_205360838	uniplot:Q96EY1
hsa:HSA_20631977	uniplot:Q6AZW6
hsa:HSA_20631977	uniplot:Q99941
hsa:HSA_20631980	uniplot:O77932
hsa:HSA_20631980	uniplot:A0A024RCW8
hsa:HSA_206597445	uniplot:P39060
hsa:HSA_206597556	uniplot:Q96G42
hsa:HSA_206725452	uniplot:Q96B70
hsa:HSA_207113149	uniplot:Q08623
hsa:HSA_209180457	uniplot:B3KUF5
hsa:HSA_209180457	uniplot:O60784
hsa:HSA_209413752	uniplot:O14994
hsa:HSA_209413752	uniplot:A0A024R1I8
hsa:HSA_209447022	uniplot:A4QPB2
hsa:HSA_209862748	uniplot:B4DYC7
hsa:HSA_209862748	uniplot:Q9H3M9
hsa:HSA_209862851	uniplot:P13797
hsa:HSA_20986531	uniplot:P28482
hsa:HSA_20986531	uniplot:Q1HBJ4
hsa:HSA_209869993	uniplot:P22102
hsa:HSA_209969819	uniplot:Q5THK1
hsa:HSA_209977003	uniplot:Q6S545
hsa:HSA_210032463	uniplot:P0C7V6
hsa:HSA_21071010	uniplot:P20062
hsa:HSA_211904182	uniplot:P0C7V8
hsa:HSA_21218438	uniplot:Q8WXI9
hsa:HSA_212275945	uniplot:Q8N5Y2
hsa:HSA_212276121	uniplot:Q9ULC4
hsa:HSA_21245108	uniplot:Q8IUE0
hsa:HSA_21264341	uniplot:P52788
hsa:HSA_21265104	uniplot:P41732
hsa:HSA_21281685	uniplot:P78358
hsa:HSA_213021186	uniplot:O60907
hsa:HSA_213021186	uniplot:A0A024RBV9
hsa:HSA_21322252	uniplot:P10275
hsa:HSA_21327710	uniplot:Q8IYV1
hsa:HSA_21327710	uniplot:Q99457
hsa:HSA_213417820	uniplot:P51606
hsa:HSA_213511508	uniplot:P51572
hsa:HSA_21359965	uniplot:Q96KA5
hsa:HSA_21361077	uniplot:Q9P0X4
hsa:HSA_21361127	uniplot:Q99712
hsa:HSA_21361348	uniplot:Q9BVJ6
hsa:HSA_21361437	uniplot:O43719
hsa:HSA_21361547	uniplot:P13489
hsa:HSA_21361547	uniplot:A0A140VJT8
hsa:HSA_21361724	uniplot:Q9NPJ8
hsa:HSA_21361759	uniplot:Q96EF0
hsa:HSA_21361800	uniplot:P58658
hsa:HSA_21389535	uniplot:Q8TDR4
hsa:HSA_21389535	uniplot:Q9NV44
hsa:HSA_21389617	uniplot:Q96NN9
hsa:HSA_21450653	uniplot:B3KY34
hsa:HSA_21450653	uniplot:Q96MV8
hsa:HSA_21450663	uniplot:Q8TB03
hsa:HSA_21450816	uniplot:A8KAF9
hsa:HSA_21450816	uniplot:Q96BW1
hsa:HSA_21450850	uniplot:P58182
hsa:HSA_21450850	uniplot:A0A126GV87
hsa:HSA_214829673	uniplot:Q9NP61
hsa:HSA_214829673	uniplot:A0A024R4U0
hsa:HSA_21493037	uniplot:Q5JQC9
hsa:HSA_21536294	uniplot:O95500
hsa:HSA_21536378	uniplot:O95342
hsa:HSA_21536461	uniplot:O00587
hsa:HSA_21536485	uniplot:P54198
hsa:HSA_215422338	uniplot:Q15120
hsa:HSA_215422355	uniplot:P41247
hsa:HSA_215422355	uniplot:A0A024RBU8
hsa:HSA_215422366	uniplot:B4E1C1
hsa:HSA_215422383	uniplot:O14668
hsa:HSA_215422383	uniplot:Q8NEK6
hsa:HSA_215422401	uniplot:O43310
hsa:HSA_215490021	uniplot:Q15014
hsa:HSA_215490093	uniplot:Q9UN42
hsa:HSA_21553335	uniplot:Q7Z6W7
hsa:HSA_215983058	uniplot:Q9H0U3
hsa:HSA_215983058	uniplot:A0A087WU53
hsa:HSA_21614525	uniplot:O75487
hsa:HSA_216547639	uniplot:Q6PI77
hsa:HSA_21735616	uniplot:B1AH95
hsa:HSA_218156328	uniplot:Q5JXX5
hsa:HSA_218563730	uniplot:P49682
hsa:HSA_218749820	uniplot:Q9H0A9
hsa:HSA_219282705	uniplot:C9J442
hsa:HSA_21955158	uniplot:P31941
hsa:HSA_21955158	uniplot:A0A0K0MJ49
hsa:HSA_22001420	uniplot:Q8WU66
hsa:HSA_22027486	uniplot:Q96D21
hsa:HSA_22027489	uniplot:Q9NS26
hsa:HSA_22035548	uniplot:Q02410
hsa:HSA_22035565	uniplot:Q8N6E6
hsa:HSA_22035565	uniplot:Q9Y5B6
hsa:HSA_22035646	uniplot:O95236
hsa:HSA_22035657	uniplot:Q9BPW4
hsa:HSA_22035672	uniplot:Q9NNW7
hsa:HSA_22035696	uniplot:O43759
hsa:HSA_22091452	uniplot:O95445
hsa:HSA_22095335	uniplot:Q8NET5
hsa:HSA_221136769	uniplot:A0A1B0GTR3
hsa:HSA_221136806	uniplot:P0CG32
hsa:HSA_221136957	uniplot:Q9H156
hsa:HSA_221316561	uniplot:Q9BU40
hsa:HSA_221316699	uniplot:O43451
hsa:HSA_222136617	uniplot:P20591
hsa:HSA_222136688	uniplot:Q99966
hsa:HSA_222144277	uniplot:Q9H1M0
hsa:HSA_222144277	uniplot:A0A0S2Z5E8
hsa:HSA_222352096	uniplot:O15205
hsa:HSA_222352173	uniplot:A8K778
hsa:HSA_222352173	uniplot:Q9UBC1
hsa:HSA_222418619	uniplot:Q8IUC3
hsa:HSA_222418639	uniplot:O15479
hsa:HSA_222418639	uniplot:Q53G50
hsa:HSA_22296884	uniplot:Q8NFB2
hsa:HSA_223005906	uniplot:A6NNY8
hsa:HSA_223468672	uniplot:A5PLL0
hsa:HSA_223468672	uniplot:Q53FV7
hsa:HSA_223468672	uniplot:Q92523
hsa:HSA_223468672	uniplot:A0A024R4W7
hsa:HSA_223468690	uniplot:A8MYA2
hsa:HSA_223468693	uniplot:A8MYA2
hsa:HSA_223633988	uniplot:Q9BY89
hsa:HSA_223671861	uniplot:P27918
hsa:HSA_223671861	uniplot:A0A0S2Z4I5
hsa:HSA_223671870	uniplot:Q9Y6K9
hsa:HSA_223717971	uniplot:P34998
hsa:HSA_223890199	uniplot:O15209
hsa:HSA_223890219	uniplot:Q8N7X1
hsa:HSA_223890257	uniplot:Q9UJV3
hsa:HSA_223972670	uniplot:Q10587
hsa:HSA_224028244	uniplot:Q15233
hsa:HSA_224028244	uniplot:A0A0S2Z4Z9
hsa:HSA_224028289	uniplot:Q96AY4
hsa:HSA_224591404	uniplot:P0C2W7
hsa:HSA_224591416	uniplot:Q86V86
hsa:HSA_22507417	uniplot:O14603
hsa:HSA_225543166	uniplot:Q9Y512
hsa:HSA_225637459	uniplot:P51854
hsa:HSA_225690544	uniplot:Q9BYQ6
hsa:HSA_225690551	uniplot:Q9BYQ8
hsa:HSA_225690554	uniplot:Q9BYQ9
hsa:HSA_225690576	uniplot:Q9BYT5
hsa:HSA_225703077	uniplot:Q9H596
hsa:HSA_226052117	uniplot:B7ZW38
hsa:HSA_226052117	uniplot:P0DMR1
hsa:HSA_226442729	uniplot:Q96M94
hsa:HSA_226442729	uniplot:V9HWF1
hsa:HSA_22749189	uniplot:Q8N7E2
hsa:HSA_22749197	uniplot:Q8NHP6
hsa:HSA_22749199	uniplot:Q8N0W7
hsa:HSA_22749287	uniplot:Q8NEK8
hsa:HSA_22749387	uniplot:Q8N8U3
hsa:HSA_227499990	uniplot:O15393
hsa:HSA_228008288	uniplot:Q5H9J7
hsa:HSA_22907039	uniplot:Q9NRW3
hsa:HSA_229092381	uniplot:P01374
hsa:HSA_229092381	uniplot:Q5STV3
hsa:HSA_23097329	uniplot:Q96EU7
hsa:HSA_23110984	uniplot:P48050
hsa:HSA_23110984	uniplot:Q58F07
hsa:HSA_23110984	uniplot:A0A024R1L8
hsa:HSA_23111021	uniplot:Q15493
hsa:HSA_23111021	uniplot:V9HWF8
hsa:HSA_23111030	uniplot:Q3SYF1
hsa:HSA_231573214	uniplot:O94822
hsa:HSA_23199991	uniplot:P49674
hsa:HSA_23199991	uniplot:Q5U045
hsa:HSA_23200041	uniplot:Q92956
hsa:HSA_23200041	uniplot:A0A024R052
hsa:HSA_23238208	uniplot:Q96F46
hsa:HSA_23238226	uniplot:Q00587
hsa:HSA_23238228	uniplot:Q9NS84
hsa:HSA_23238240	uniplot:P50052
hsa:HSA_23308693	uniplot:Q96C00
hsa:HSA_23312380	uniplot:O14829
hsa:HSA_23312380	uniplot:A0A024RBZ9
hsa:HSA_23397409	uniplot:Q9BRU2
hsa:HSA_23397572	uniplot:Q8N239
hsa:HSA_23503247	uniplot:Q8IYN2
hsa:HSA_23503295	uniplot:N0E4C7
hsa:HSA_23503295	uniplot:P67870
hsa:HSA_23510448	uniplot:B1AHB0
hsa:HSA_23510448	uniplot:P33992
hsa:HSA_23592228	uniplot:Q8N693
hsa:HSA_237757310	uniplot:J3KQV8
hsa:HSA_237757310	uniplot:O43426
hsa:HSA_237757310	uniplot:Q05CZ1
hsa:HSA_237757328	uniplot:Q8TAK6
hsa:HSA_237874249	uniplot:Q6PP77
hsa:HSA_238624188	uniplot:E9PEI6
hsa:HSA_238624188	uniplot:Q3MIW9
hsa:HSA_238624195	uniplot:Q0P5T2
hsa:HSA_238859649	uniplot:P60410
hsa:HSA_238908517	uniplot:P15509
hsa:HSA_239048350	uniplot:Q9ULX9
hsa:HSA_23943787	uniplot:Q8IZU8
hsa:HSA_23957680	uniplot:Q8IZJ4
hsa:HSA_239582722	uniplot:B7ZW61
hsa:HSA_239582722	uniplot:Q9NU63
hsa:HSA_24041012	uniplot:Q96MU8
hsa:HSA_24041018	uniplot:Q9UBK9
hsa:HSA_24041018	uniplot:A0A0C4DFR8
hsa:HSA_241982689	uniplot:Q5H913
hsa:HSA_241982729	uniplot:Q9UPQ9
hsa:HSA_242332545	uniplot:P0CW27
hsa:HSA_24234683	uniplot:P51784
hsa:HSA_24307959	uniplot:Q9Y534
hsa:HSA_24307969	uniplot:Q7L576
hsa:HSA_24308171	uniplot:Q8ND82
hsa:HSA_24308215	uniplot:Q8NET4
hsa:HSA_24308354	uniplot:Q96MC5
hsa:HSA_24308354	uniplot:A0A024QZI8
hsa:HSA_24308388	uniplot:Q969E8
hsa:HSA_24308388	uniplot:A0A024R9U9
hsa:HSA_24308498	uniplot:P43356
hsa:HSA_24308498	uniplot:A0A024RC17
hsa:HSA_24371248	uniplot:Q9BWH2
hsa:HSA_24430137	uniplot:Q14657
hsa:HSA_24430215	uniplot:Q08334
hsa:HSA_24432026	uniplot:Q53GT1
hsa:HSA_24475814	uniplot:Q9Y535
hsa:HSA_24475814	uniplot:A0A024R1P3
hsa:HSA_24475832	uniplot:O14931
hsa:HSA_24497451	uniplot:Q9UKX7
hsa:HSA_24497451	uniplot:A0A024R4X7
hsa:HSA_24497589	uniplot:Q96QS3
hsa:HSA_24497597	uniplot:P57054
hsa:HSA_24497597	uniplot:A0A0C4DH71
hsa:HSA_24797067	uniplot:B1PKY1
hsa:HSA_24797067	uniplot:B2R7U3
hsa:HSA_24797067	uniplot:P04439
hsa:HSA_24797074	uniplot:P20036
hsa:HSA_24797074	uniplot:X5CKE2
hsa:HSA_24797076	uniplot:I4EC15
hsa:HSA_24797076	uniplot:P04440
hsa:HSA_24797153	uniplot:P98174
hsa:HSA_24797153	uniplot:A0A024R9Y5
hsa:HSA_25092725	uniplot:Q9Y3A4
hsa:HSA_251831107	uniplot:P03886
hsa:HSA_251831107	uniplot:U5Z754
hsa:HSA_251831108	uniplot:P03891
hsa:HSA_251831108	uniplot:Q7GXY9
hsa:HSA_251831109	uniplot:P00395
hsa:HSA_251831109	uniplot:U5YWV7
hsa:HSA_251831110	uniplot:P00403
hsa:HSA_251831110	uniplot:U5Z487
hsa:HSA_251831111	uniplot:P03928
hsa:HSA_251831111	uniplot:U5YV54
hsa:HSA_251831112	uniplot:P00846
hsa:HSA_251831112	uniplot:Q0ZFE3
hsa:HSA_251831113	uniplot:P00414
hsa:HSA_251831113	uniplot:Q7GIM7
hsa:HSA_251831114	uniplot:P03897
hsa:HSA_251831114	uniplot:Q7GXZ5
hsa:HSA_251831114	uniplot:U5ZAD9
hsa:HSA_251831115	uniplot:P03901
hsa:HSA_251831115	uniplot:Q7GXZ4
hsa:HSA_251831116	uniplot:E0Y551
hsa:HSA_251831116	uniplot:H9EC08
hsa:HSA_251831116	uniplot:P03905
hsa:HSA_251831117	uniplot:P03915
hsa:HSA_251831117	uniplot:U5ZC31
hsa:HSA_251831118	uniplot:P03923
hsa:HSA_251831118	uniplot:U5Z977
hsa:HSA_251831119	uniplot:P00156
hsa:HSA_251831119	uniplot:Q0ZFD6
hsa:HSA_25188193	uniplot:Q96DA2
hsa:HSA_253795481	uniplot:A8K920
hsa:HSA_253795481	uniplot:Q9ULL4
hsa:HSA_253970412	uniplot:Q9NYZ3
hsa:HSA_253970444	uniplot:Q9UKZ4
hsa:HSA_254039648	uniplot:Q8TDW5
hsa:HSA_254540173	uniplot:P0DMW3
hsa:HSA_254540173	uniplot:Q96HG1
hsa:HSA_254553403	uniplot:Q56UQ5
hsa:HSA_254692833	uniplot:A0A0J9YY34
hsa:HSA_254911037	uniplot:Q9NYP8
